1,76.953,2.3332,73.567,2.9368,41.6,19.334,0.00012207,0.0019531,3786.4
2,85.185,18.648,71.481,10.36,55.8,49.17,0.5,0.125,237.92
3,81.872,6.2882,71.571,2.9462,28.8,34.838,0.125,0.0019531,215.16
