1,76.953,2.3332,73.567,2.9368,41.6,19.334,0.00012207,0.0019531,3786.4
2,85.185,18.648,71.481,10.36,55.8,49.17,0.5,0.125,237.92
3,81.872,6.2882,71.571,2.9462,28.8,34.838,0.125,0.0019531,215.16
4,91.959,8.9178,81.399,5.7817,49.6,35.809,1.9073e-06,2,82.365
5,97.65,1.8417,90.881,2.9687,82.4,35.061,3.0518e-05,0.0019531,368.29
6,79.379,1.5039,78.608,1.1041,19.6,15.453,0.5,0.0019531,1154.2
7,100,0,98.54,1.7038,222.2,172.27,0.5,0.0019531,2669
8,89.412,10.579,73.476,5.4666,22,19.812,2.9802e-08,0.125,46.497
9,65.234,22.329,60.619,15.349,9.2,17.254,0.5,0.0019531,37.218
