,0_train_acc,1_val_acc,2_time_elapsed,3_non_zero_weights,4_C1,5_C2,6_C3,7_C4,8_problem_type_idx,9_kernel_type_idx,10_gamma,11_epsilon,12_feature_ratio,13_sample_ratio,14_feature_sel_idx,15_n_ensembles,16_batch_sz,17_iterMax1,18_eta,19_tol,20_update_type_idx,21_reg_type_idx,22_combine_type_idx,23_class_weighting_idx,24_upsample1_idx,25_train_f1,26_val_f1,27_PV_scheme_idx,28_n_components,29_do_pca_in_selection_idx,30_iterMax2,31_total_weights,32_algo_type_idx
0,84.50704225352112,89.79591836734694,0.27695560455322266,6.0,0.0,0.0001,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.8456994101360299,0.8992895724130592,1.0,59.0,0.0,10.0,6.0,0.0
1,84.50704225352112,89.79591836734694,0.21929240226745605,6.0,0.0,0.001,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.8456994101360299,0.8992895724130592,1.0,59.0,0.0,10.0,6.0,0.0
2,85.91549295774648,89.79591836734694,0.16853070259094238,5.0,0.0,0.01,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.8602298548552285,0.8992895724130592,1.0,59.0,0.0,10.0,5.0,0.0
3,85.91549295774648,87.75510204081633,0.16862273216247559,3.0,0.0,0.1,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.8610387507910576,0.87945109078114,1.0,59.0,0.0,10.0,3.0,0.0
4,35.91549295774648,36.734693877551024,0.07128763198852539,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.1898124498285047,0.1973804447151995,1.0,59.0,0.0,10.0,0.0,0.0
5,35.91549295774648,36.734693877551024,0.0058231353759765625,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,128.0,1000.0,0.01,0.0001,6.0,0.0,1.0,0.0,0.0,0.1898124498285047,0.1973804447151995,1.0,59.0,0.0,10.0,0.0,0.0
